Suburb,Rooms,Type,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname,Year,target
Keilor East,4,h,10,3033,4,4,2,600,Moonee Valley,Western Metropolitan,2017,1200000
Keilor East,3,h,10,3033,3,1,2,600,Moonee Valley,Western Metropolitan,2017,800000
Keilor East,3,h,10,3033,3,1,1,600,Moonee Valley,Western Metropolitan,2017,800000
Kensington,3,h,5,3031,3,1,0,200,Melbourne,Northern Metropolitan,2017,800000
Kensington,2,u,5,3031,2,2,1,0,Melbourne,Northern Metropolitan,2017,600000
Kew,3,h,5,3101,3,2,2,200,Boroondara,Southern Metropolitan,2017,1000000
Keysborough,4,h,25,3173,4,1,2,400,Greater Dandenong,South-Eastern Metropolitan,2017,600000
Kingsbury,3,h,10,3083,3,1,2,600,Darebin,Northern Metropolitan,2017,800000
Knoxfield,4,h,25,3180,4,2,2,600,Knox,Eastern Metropolitan,2017,1000000
Lalor,4,h,15,3075,4,2,2,400,Whittlesea,Northern Metropolitan,2017,800000
Lalor,4,h,15,3075,4,2,3,600,Whittlesea,Northern Metropolitan,2017,600000
Maidstone,2,h,5,3012,2,1,2,600,Maribyrnong,Western Metropolitan,2017,1200000
Maidstone,3,h,5,3012,3,1,4,600,Maribyrnong,Western Metropolitan,2017,1000000
Maidstone,2,t,5,3012,2,2,1,200,Maribyrnong,Western Metropolitan,2017,600000
Maidstone,3,t,5,3012,3,2,2,200,Maribyrnong,Western Metropolitan,2017,800000
Malvern,2,u,5,3144,2,1,1,0,Stonnington,Southern Metropolitan,2017,600000
Maribyrnong,2,t,5,3032,2,1,2,200,Maribyrnong,Western Metropolitan,2017,600000
Maribyrnong,2,u,5,3032,2,1,2,0,Maribyrnong,Western Metropolitan,2017,400000
Meadow Heights,3,h,15,3048,3,1,1,600,Hume,Northern Metropolitan,2017,600000
Meadow Heights,3,h,15,3048,3,1,2,600,Hume,Northern Metropolitan,2017,400000
Meadow Heights,4,h,15,3048,4,2,2,600,Hume,Northern Metropolitan,2017,600000
Meadow Heights,3,h,15,3048,3,1,2,800,Hume,Northern Metropolitan,2017,600000
Meadow Heights,4,h,15,3048,4,3,0,600,Hume,Northern Metropolitan,2017,600000
Melbourne,2,u,0,3000,2,1,0,0,Melbourne,Northern Metropolitan,2017,400000
Melton South,3,h,30,3338,3,2,4,600,Melton,Western Victoria,2017,400000
Melton South,3,h,30,3338,3,1,1,600,Melton,Western Victoria,2017,400000
Melton South,4,h,30,3338,4,2,3,600,Melton,Western Victoria,2017,400000
Mernda,4,h,25,3754,4,2,2,Over 1000,Whittlesea,Northern Metropolitan,2017,800000
Mill Park,3,h,20,3082,3,1,4,800,Whittlesea,Northern Metropolitan,2017,800000
Mill Park,3,h,20,3082,3,2,2,600,Whittlesea,Northern Metropolitan,2017,800000
Mill Park,4,h,20,3082,4,1,2,600,Whittlesea,Northern Metropolitan,2017,800000
Mitcham,3,h,15,3132,3,2,2,400,Whitehorse,Eastern Metropolitan,2017,1000000
Montmorency,3,t,15,3094,3,2,2,200,Banyule,Eastern Metropolitan,2017,800000
Montmorency,3,h,15,3094,3,2,2,600,Banyule,Eastern Metropolitan,2017,1400000
Moonee Ponds,2,h,5,3039,2,1,1,200,Moonee Valley,Western Metropolitan,2017,1000000
Moonee Ponds,4,h,5,3039,4,2,2,400,Moonee Valley,Western Metropolitan,2017,1400000
Moorabbin,3,t,15,3189,3,2,2,200,Kingston,Southern Metropolitan,2017,1000000
Mooroolbark,3,h,25,3138,3,1,1,600,Yarra Ranges,Eastern Victoria,2017,600000
Mooroolbark,3,h,25,3138,3,2,3,Over 1000,Yarra Ranges,Eastern Victoria,2017,800000
Mount Waverley,3,h,15,3149,3,2,2,800,Monash,Eastern Metropolitan,2017,1800000
Mount Waverley,3,h,15,3149,3,1,2,800,Monash,Eastern Metropolitan,2017,1800000
Mount Waverley,5,h,15,3149,5,5,2,800,Monash,Eastern Metropolitan,2017,Over 2M
Mount Waverley,3,h,15,3149,3,1,2,800,Monash,Eastern Metropolitan,2017,1200000
Mulgrave,5,h,20,3170,5,2,1,800,Monash,South-Eastern Metropolitan,2017,1000000
Murrumbeena,2,u,10,3163,2,2,1,Over 1000,Glen Eira,Southern Metropolitan,2017,600000
Murrumbeena,3,t,10,3163,3,2,1,200,Glen Eira,Southern Metropolitan,2017,1000000
Narre Warren,3,h,35,3805,3,2,2,600,Casey,South-Eastern Metropolitan,2017,600000
Narre Warren,3,h,35,3805,3,2,2,600,Casey,South-Eastern Metropolitan,2017,600000
Newport,3,h,5,3015,3,1,2,200,Hobsons Bay,Western Metropolitan,2017,800000
Newport,3,h,5,3015,3,2,0,400,Hobsons Bay,Western Metropolitan,2017,1000000
Niddrie,4,h,10,3042,4,1,2,600,Moonee Valley,Western Metropolitan,2017,1000000
Noble Park,4,h,25,3174,4,1,2,600,Greater Dandenong,South-Eastern Metropolitan,2017,600000
Noble Park,3,h,25,3174,3,2,2,600,Greater Dandenong,South-Eastern Metropolitan,2017,800000
North Melbourne,2,u,0,3051,2,1,1,0,Melbourne,Northern Metropolitan,2017,600000
Northcote,3,h,5,3070,3,2,0,200,Darebin,Northern Metropolitan,2017,1400000
Northcote,3,h,5,3070,3,1,2,400,Darebin,Northern Metropolitan,2017,1200000
Northcote,3,h,5,3070,3,1,2,600,Darebin,Northern Metropolitan,2017,1000000
Northcote,3,h,5,3070,3,1,2,800,Darebin,Northern Metropolitan,2017,1800000
Northcote,3,h,5,3070,3,2,2,400,Darebin,Northern Metropolitan,2017,1600000
Notting Hill,4,h,15,3168,4,3,3,800,Monash,Southern Metropolitan,2017,1200000
Oak Park,3,h,10,3046,3,2,2,800,Moreland,Northern Metropolitan,2017,1000000
Oak Park,4,h,10,3046,4,2,2,600,Moreland,Northern Metropolitan,2017,1400000
Oakleigh,4,h,10,3166,4,2,2,600,Monash,Southern Metropolitan,2017,1600000
Oakleigh East,2,h,10,3166,2,1,3,600,Monash,Southern Metropolitan,2017,1200000
Officer,4,h,45,3809,4,2,2,400,Cardinia,Eastern Victoria,2017,600000
Pakenham,4,h,45,3810,4,2,2,600,Cardinia,Eastern Victoria,2017,400000
Parkdale,3,t,20,3195,3,2,2,0,Kingston,South-Eastern Metropolitan,2017,1200000
Parkdale,1,t,20,3195,1,1,1,0,Kingston,South-Eastern Metropolitan,2017,600000
Pascoe Vale,2,h,10,3044,2,1,2,600,Moreland,Northern Metropolitan,2017,1000000
Pascoe Vale,3,t,10,3044,3,2,2,400,Moreland,Northern Metropolitan,2017,600000
Pascoe Vale,3,h,10,3044,3,1,1,400,Moreland,Northern Metropolitan,2017,800000
Point Cook,4,h,15,3030,4,2,2,600,Wyndham,Western Metropolitan,2017,600000
Point Cook,4,h,15,3030,4,2,2,400,Wyndham,Western Metropolitan,2017,600000
Point Cook,4,h,15,3030,4,2,2,400,Wyndham,Western Metropolitan,2017,600000
Prahran,2,u,5,3181,2,1,1,0,Stonnington,Southern Metropolitan,2017,600000
Preston,4,h,10,3072,4,2,4,400,Darebin,Northern Metropolitan,2017,1000000
Preston,4,h,10,3072,4,2,2,600,Darebin,Northern Metropolitan,2017,1000000
Reservoir,2,u,10,3073,2,1,1,200,Darebin,Northern Metropolitan,2017,600000
Reservoir,3,h,10,3073,3,1,2,800,Darebin,Northern Metropolitan,2017,1000000
Reservoir,2,u,10,3073,2,1,1,0,Darebin,Northern Metropolitan,2017,400000
Reservoir,2,t,10,3073,2,2,1,200,Darebin,Northern Metropolitan,2017,800000
Reservoir,3,h,10,3073,3,1,2,Over 1000,Darebin,Northern Metropolitan,2017,600000
Reservoir,3,h,10,3073,3,1,2,600,Darebin,Northern Metropolitan,2017,800000
Reservoir,3,h,10,3073,3,2,3,800,Darebin,Northern Metropolitan,2017,800000
Reservoir,2,u,10,3073,2,1,2,200,Darebin,Northern Metropolitan,2017,600000
Reservoir,3,h,10,3073,3,1,4,600,Darebin,Northern Metropolitan,2017,1200000
Richmond,1,u,0,3121,1,1,1,Over 1000,Yarra,Northern Metropolitan,2017,400000
Richmond,2,u,0,3121,2,2,2,0,Yarra,Northern Metropolitan,2017,800000
Ringwood East,3,h,20,3135,3,1,2,400,Maroondah,Eastern Metropolitan,2017,800000
Rosanna,2,h,10,3084,2,1,1,Over 1000,Banyule,Eastern Metropolitan,2017,1400000
Rosanna,2,h,10,3084,2,1,1,600,Banyule,Eastern Metropolitan,2017,800000
Rowville,3,h,25,3178,3,2,1,800,Knox,South-Eastern Metropolitan,2017,800000
Rowville,3,h,25,3178,3,2,2,600,Knox,South-Eastern Metropolitan,2017,800000
Roxburgh Park,3,h,20,3064,3,2,2,600,Hume,Northern Metropolitan,2017,600000
Seaford,2,t,35,3198,2,1,1,200,Frankston,South-Eastern Metropolitan,2017,400000
Seaford,4,h,35,3198,4,2,4,600,Frankston,South-Eastern Metropolitan,2017,800000
Seaford,3,h,35,3198,3,1,1,800,Frankston,South-Eastern Metropolitan,2017,800000
Seaford,4,h,35,3198,4,2,3,600,Frankston,South-Eastern Metropolitan,2017,800000
South Melbourne,3,h,0,3205,3,2,2,200,Port Phillip,Southern Metropolitan,2017,Over 2M
South Morang,2,t,20,3752,2,1,1,400,Whittlesea,Northern Metropolitan,2017,400000
South Yarra,2,u,5,3141,2,1,1,0,Stonnington,Southern Metropolitan,2017,600000
South Yarra,2,u,5,3141,2,2,2,0,Stonnington,Southern Metropolitan,2017,1000000
South Yarra,1,u,5,3141,1,1,1,0,Stonnington,Southern Metropolitan,2017,400000
Springvale,3,h,20,3171,3,1,1,600,Greater Dandenong,South-Eastern Metropolitan,2017,800000
St Albans,2,h,15,3021,2,1,2,400,Brimbank,Western Metropolitan,2017,600000
St Albans,3,h,15,3021,3,1,1,600,Brimbank,Western Metropolitan,2017,600000
St Albans,4,h,15,3021,4,2,1,600,Brimbank,Western Metropolitan,2017,600000
St Helena,3,h,15,3088,3,1,0,1000,Banyule,Eastern Metropolitan,2017,800000
St Kilda,2,u,5,3182,2,1,0,0,Port Phillip,Southern Metropolitan,2017,400000
St Kilda,3,h,5,3182,3,1,1,200,Port Phillip,Southern Metropolitan,2017,1000000
Sunshine,3,h,10,3020,3,1,3,400,Brimbank,Western Metropolitan,2017,800000
Sunshine,3,h,10,3020,3,1,1,200,Brimbank,Western Metropolitan,2017,600000
Sunshine,3,h,10,3020,3,2,2,600,Brimbank,Western Metropolitan,2017,1000000
Sunshine West,3,h,10,3020,3,1,5,600,Brimbank,Western Metropolitan,2017,600000
Sunshine West,4,h,10,3020,4,2,4,200,Brimbank,Western Metropolitan,2017,600000
Taylors Lakes,4,h,15,3038,4,3,2,800,Brimbank,Western Metropolitan,2017,800000
Taylors Lakes,4,h,15,3038,4,2,2,600,Brimbank,Western Metropolitan,2017,800000
Thomastown,3,h,15,3074,3,2,1,200,Whittlesea,Northern Metropolitan,2017,600000
Thornbury,3,h,5,3071,3,1,1,600,Darebin,Northern Metropolitan,2017,1200000
Thornbury,1,u,5,3071,1,1,1,Over 1000,Darebin,Northern Metropolitan,2017,400000
Toorak,2,u,5,3142,2,2,2,600,Stonnington,Southern Metropolitan,2017,1200000
Travancore,2,u,5,3032,2,1,1,Over 1000,Moonee Valley,Western Metropolitan,2017,400000
Tullamarine,2,u,15,3043,2,1,1,200,Hume,Western Metropolitan,2017,400000
Vermont,3,h,15,3133,3,1,0,800,Whitehorse,Eastern Metropolitan,2017,1200000
Wantirna,4,h,15,3152,4,1,2,800,Knox,Eastern Metropolitan,2017,1200000
Wantirna South,4,h,15,3152,4,3,2,800,Knox,Eastern Metropolitan,2017,1000000
Wantirna South,3,u,15,3152,3,1,1,200,Knox,Eastern Metropolitan,2017,600000
Warrandyte,3,h,20,3113,3,2,0,800,Manningham,Eastern Metropolitan,2017,800000
Waterways,4,h,20,3195,4,2,2,600,Kingston,South-Eastern Metropolitan,2017,1200000
Watsonia,2,u,15,3087,2,1,1,200,Banyule,Northern Metropolitan,2017,600000
Watsonia,2,u,15,3087,2,1,1,200,Banyule,Northern Metropolitan,2017,600000
Watsonia North,3,h,15,3087,4,1,2,1000,Banyule,Northern Metropolitan,2017,800000
Werribee,3,h,15,3030,3,2,4,600,Wyndham,Western Metropolitan,2017,600000
Werribee,3,h,15,3030,3,1,3,1000,Wyndham,Western Metropolitan,2017,600000
Werribee,3,h,15,3030,3,1,3,600,Wyndham,Western Metropolitan,2017,400000
Werribee,2,h,15,3030,2,1,1,200,Wyndham,Western Metropolitan,2017,400000
West Footscray,1,h,5,3012,1,1,1,0,Maribyrnong,Western Metropolitan,2017,200000
West Footscray,4,h,5,3012,4,1,3,400,Maribyrnong,Western Metropolitan,2017,1000000
West Footscray,3,t,5,3012,3,2,2,200,Maribyrnong,Western Metropolitan,2017,800000
West Melbourne,1,u,5,3003,1,1,0,0,Melbourne,Northern Metropolitan,2017,400000
West Melbourne,4,h,5,3003,4,1,2,200,Melbourne,Northern Metropolitan,2017,2000000
Westmeadows,3,h,15,3049,3,2,2,800,Hume,Northern Metropolitan,2017,800000
Wheelers Hill,5,h,15,3150,5,2,2,600,Monash,South-Eastern Metropolitan,2017,1000000
Williamstown,4,h,5,3016,4,2,0,400,Hobsons Bay,Western Metropolitan,2017,2000000
Wollert,4,h,25,3750,4,2,2,400,Whittlesea,Northern Metropolitan,2017,600000
Yarraville,3,h,5,3013,3,2,2,400,Maribyrnong,Western Metropolitan,2017,1000000
Yarraville,3,h,5,3013,3,3,6,600,Maribyrnong,Western Metropolitan,2017,1400000
Yarraville,3,h,5,3013,3,1,1,400,Maribyrnong,Western Metropolitan,2017,1000000
Yarraville,3,h,5,3013,3,1,2,400,Maribyrnong,Western Metropolitan,2017,1200000
Yarraville,3,h,5,3013,3,1,2,400,Maribyrnong,Western Metropolitan,2017,1000000
Abbotsford,2,h,5,3067,2,1,0,200,Yarra,Northern Metropolitan,2017,1000000
Abbotsford,2,h,5,3067,2,2,1,200,Yarra,Northern Metropolitan,2017,1200000
Aberfeldie,3,h,10,3040,3,2,6,400,Moonee Valley,Western Metropolitan,2017,Over 2M
Aberfeldie,3,h,10,3040,3,2,2,600,Moonee Valley,Western Metropolitan,2017,1600000
Aberfeldie,1,u,10,3040,1,1,1,0,Moonee Valley,Western Metropolitan,2017,200000
Aberfeldie,1,u,10,3040,1,1,1,Over 1000,Moonee Valley,Western Metropolitan,2017,400000
Aberfeldie,5,h,10,3040,5,3,2,400,Moonee Valley,Western Metropolitan,2017,1400000
Airport West,2,u,10,3042,2,1,1,200,Moonee Valley,Western Metropolitan,2017,400000
Altona,3,h,10,3018,3,1,2,600,Hobsons Bay,Western Metropolitan,2017,1000000
Altona,4,t,10,3018,4,2,2,200,Hobsons Bay,Western Metropolitan,2017,800000
Altona,4,h,10,3018,4,2,4,600,Hobsons Bay,Western Metropolitan,2017,1400000
Altona,3,h,10,3018,3,1,1,400,Hobsons Bay,Western Metropolitan,2017,1000000
Altona Meadows,3,h,15,3028,3,1,2,400,Hobsons Bay,Western Metropolitan,2017,600000
Altona North,3,h,10,3025,3,2,2,600,Hobsons Bay,Western Metropolitan,2017,800000
Altona North,3,h,10,3025,3,1,1,200,Hobsons Bay,Western Metropolitan,2017,800000
Altona North,4,h,10,3025,4,2,5,600,Hobsons Bay,Western Metropolitan,2017,800000
Altona North,2,h,10,3025,2,1,1,200,Hobsons Bay,Western Metropolitan,2017,600000
Ardeer,3,h,15,3022,3,1,1,600,Brimbank,Western Metropolitan,2017,600000
Armadale,2,u,5,3143,2,1,2,0,Stonnington,Southern Metropolitan,2017,400000
Ascot Vale,3,t,5,3032,3,1,2,200,Moonee Valley,Western Metropolitan,2017,800000
Ascot Vale,2,h,5,3032,2,1,1,400,Moonee Valley,Western Metropolitan,2017,1000000
Ascot Vale,3,h,5,3032,3,1,2,600,Moonee Valley,Western Metropolitan,2017,1400000
Ashwood,4,h,10,3147,4,2,1,800,Monash,Southern Metropolitan,2017,1400000
Ashwood,3,t,10,3147,3,2,2,400,Monash,Southern Metropolitan,2017,1000000
Aspendale,3,h,20,3195,4,2,2,600,Kingston,South-Eastern Metropolitan,2017,1000000
Aspendale Gardens,4,h,20,3195,4,2,2,400,Kingston,South-Eastern Metropolitan,2017,800000
Avondale Heights,4,h,10,3034,4,1,1,600,Moonee Valley,Western Metropolitan,2017,600000
Avondale Heights,3,h,10,3034,3,1,2,600,Moonee Valley,Western Metropolitan,2017,800000
Avondale Heights,5,h,10,3034,5,2,3,600,Moonee Valley,Western Metropolitan,2017,800000
Balwyn,2,u,10,3103,2,1,1,0,Boroondara,Southern Metropolitan,2017,800000
Balwyn,5,h,10,3103,5,3,2,800,Boroondara,Southern Metropolitan,2017,Over 2M
Balwyn North,5,h,10,3104,5,4,2,800,Boroondara,Southern Metropolitan,2017,Over 2M
Balwyn North,3,h,10,3104,3,1,2,1000,Boroondara,Southern Metropolitan,2017,Over 2M
Balwyn North,4,h,10,3104,4,1,2,600,Boroondara,Southern Metropolitan,2017,1800000
Balwyn North,4,h,10,3104,4,4,3,1000,Boroondara,Southern Metropolitan,2017,1800000
Beaconsfield,4,h,40,3807,4,2,2,1000,Cardinia,Eastern Victoria,2017,600000
Beaumaris,3,t,15,3193,3,3,2,200,Bayside,Southern Metropolitan,2017,1800000
Bellfield,2,h,10,3081,2,1,1,600,Banyule,Eastern Metropolitan,2017,1000000
Bentleigh,3,h,10,3204,3,1,3,600,Glen Eira,Southern Metropolitan,2017,1600000
Bentleigh,3,h,10,3204,3,2,2,600,Glen Eira,Southern Metropolitan,2017,1600000
Bentleigh,2,u,10,3204,2,1,1,800,Glen Eira,Southern Metropolitan,2017,400000
Bentleigh,5,h,10,3204,5,2,2,600,Glen Eira,Southern Metropolitan,2017,1600000
Bentleigh East,2,u,15,3165,2,1,1,200,Glen Eira,Southern Metropolitan,2017,800000
Berwick,4,h,35,3806,4,2,2,600,Casey,Eastern Victoria,2017,800000
Berwick,3,h,35,3806,3,2,2,800,Casey,Eastern Victoria,2017,800000
Blackburn,3,h,15,3130,3,1,4,600,Whitehorse,Eastern Metropolitan,2017,1000000
Blackburn South,3,h,15,3130,3,2,1,200,Whitehorse,Eastern Metropolitan,2017,800000
Braybrook,3,t,10,3019,3,1,1,200,Maribyrnong,Western Metropolitan,2017,600000
Brighton East,2,u,10,3187,2,1,1,1000,Bayside,Southern Metropolitan,2017,600000
Brighton East,3,h,10,3187,3,2,1,200,Bayside,Southern Metropolitan,2017,1600000
Broadmeadows,1,h,15,3047,1,1,1,Over 1000,Hume,Northern Metropolitan,2017,1200000
Broadmeadows,3,h,15,3047,3,1,1,0,Hume,Northern Metropolitan,2017,400000
Broadmeadows,3,h,15,3047,3,1,1,600,Hume,Northern Metropolitan,2017,600000
Brunswick,3,h,5,3056,3,1,1,400,Moreland,Northern Metropolitan,2017,1200000
Brunswick,2,h,5,3056,2,1,0,200,Moreland,Northern Metropolitan,2017,1200000
Brunswick,3,h,5,3056,3,2,1,400,Moreland,Northern Metropolitan,2017,1200000
Brunswick,4,h,5,3056,4,3,6,800,Moreland,Northern Metropolitan,2017,1800000
Brunswick East,1,u,5,3057,1,1,1,0,Moreland,Northern Metropolitan,2017,400000
Bundoora,4,h,10,3083,4,1,1,600,Banyule,Northern Metropolitan,2017,800000
Bundoora,5,h,10,3083,5,2,2,600,Banyule,Northern Metropolitan,2017,1000000
Bundoora,3,h,10,3083,3,1,3,600,Banyule,Northern Metropolitan,2017,600000
Cairnlea,4,h,15,3023,4,2,2,400,Brimbank,Western Metropolitan,2017,800000
Camberwell,3,h,10,3124,3,2,4,600,Boroondara,Southern Metropolitan,2017,1800000
Carlton,3,h,0,3053,3,1,0,0,Melbourne,Northern Metropolitan,2017,1000000
Carlton North,3,h,5,3054,3,2,0,200,Yarra,Northern Metropolitan,2017,1400000
Carnegie,2,u,10,3163,2,1,2,0,Glen Eira,Southern Metropolitan,2017,800000
Carnegie,2,h,10,3163,2,1,1,600,Glen Eira,Southern Metropolitan,2017,1600000
Carnegie,3,h,10,3163,3,1,2,200,Glen Eira,Southern Metropolitan,2017,1000000
Carrum,3,h,30,3197,3,2,1,400,Kingston,South-Eastern Metropolitan,2017,800000
Caulfield North,2,u,10,3161,2,1,1,800,Glen Eira,Southern Metropolitan,2017,600000
Chadstone,3,t,10,3148,3,3,3,200,Monash,Southern Metropolitan,2017,1000000
Chelsea,2,u,25,3196,2,1,2,200,Kingston,South-Eastern Metropolitan,2017,600000
Cheltenham,4,h,20,3192,4,2,1,600,Kingston,Southern Metropolitan,2017,1200000
Cheltenham,3,h,20,3192,3,1,2,600,Kingston,Southern Metropolitan,2017,1000000
Clifton Hill,2,u,5,3068,2,2,1,600,Yarra,Northern Metropolitan,2017,600000
Coburg,3,h,5,3058,3,1,2,600,Moreland,Northern Metropolitan,2017,1200000
Coburg,3,h,5,3058,3,2,2,200,Moreland,Northern Metropolitan,2017,800000
Collingwood,2,h,0,3066,2,1,0,0,Yarra,Northern Metropolitan,2017,1000000
Craigieburn,6,h,20,3064,6,3,2,800,Hume,Northern Metropolitan,2017,1000000
Craigieburn,3,h,20,3064,3,2,2,600,Hume,Northern Metropolitan,2017,600000
Craigieburn,3,h,20,3064,3,2,2,400,Hume,Northern Metropolitan,2017,600000
Craigieburn,3,h,20,3064,3,2,2,400,Hume,Northern Metropolitan,2017,600000
Craigieburn,3,h,20,3064,3,2,2,400,Hume,Northern Metropolitan,2017,600000
Craigieburn,4,h,20,3064,4,2,2,400,Hume,Northern Metropolitan,2017,600000
Craigieburn,4,h,20,3064,4,2,2,400,Hume,Northern Metropolitan,2017,600000
Croydon,3,h,25,3136,3,1,1,Over 1000,Maroondah,Eastern Metropolitan,2017,1000000
Dandenong,3,h,25,3175,3,1,1,800,Greater Dandenong,South-Eastern Metropolitan,2017,600000
Dandenong,3,h,25,3175,3,2,10,800,Greater Dandenong,South-Eastern Metropolitan,2017,800000
Dandenong North,3,h,25,3175,3,1,2,600,Greater Dandenong,South-Eastern Metropolitan,2017,600000
Dandenong North,5,h,25,3175,5,2,4,800,Greater Dandenong,South-Eastern Metropolitan,2017,800000
Deepdene,2,h,10,3103,2,1,2,Over 1000,Boroondara,Southern Metropolitan,2017,800000
Deer Park,3,h,15,3023,3,3,6,600,Brimbank,Western Metropolitan,2017,600000
Delahey,4,h,20,3037,4,2,2,400,Brimbank,Western Metropolitan,2017,600000
Delahey,3,h,20,3037,3,2,2,600,Brimbank,Western Metropolitan,2017,600000
Doncaster,5,h,10,3108,5,3,2,800,Manningham,Eastern Metropolitan,2017,1600000
Doncaster East,3,t,15,3109,3,1,2,0,Manningham,Eastern Metropolitan,2017,800000
Doncaster East,4,h,15,3109,4,3,2,400,Manningham,Eastern Metropolitan,2017,1400000
Donvale,3,h,15,3111,3,1,2,800,Manningham,Eastern Metropolitan,2017,1000000
Doveton,2,h,30,3177,2,1,2,600,Casey,South-Eastern Metropolitan,2017,400000
East Melbourne,1,u,0,3002,1,1,1,0,Melbourne,Northern Metropolitan,2017,800000
Edithvale,2,u,25,3196,2,1,2,200,Kingston,South-Eastern Metropolitan,2017,800000
Elsternwick,3,h,5,3185,3,2,2,400,Glen Eira,Southern Metropolitan,2017,2000000
Elsternwick,3,t,5,3185,3,1,2,Over 1000,Glen Eira,Southern Metropolitan,2017,1200000
Eltham,3,t,20,3095,3,2,2,200,Nillumbik,Eastern Metropolitan,2017,800000
Elwood,2,u,5,3184,2,1,1,400,Port Phillip,Southern Metropolitan,2017,600000
Elwood,2,u,5,3184,2,1,1,600,Port Phillip,Southern Metropolitan,2017,600000
Elwood,2,u,5,3184,2,2,1,0,Port Phillip,Southern Metropolitan,2017,800000
Epping,4,h,20,3076,4,2,2,600,Whittlesea,Northern Metropolitan,2017,600000
Epping,3,h,20,3076,3,1,1,200,Whittlesea,Northern Metropolitan,2017,400000
Epping,3,h,20,3076,3,1,2,400,Whittlesea,Northern Metropolitan,2017,600000
Essendon,3,h,10,3040,3,1,1,400,Moonee Valley,Western Metropolitan,2017,1600000
Essendon,1,u,10,3040,1,1,1,0,Moonee Valley,Western Metropolitan,2017,400000
Essendon North,3,h,10,3041,3,1,2,800,Moonee Valley,Western Metropolitan,2017,1600000
Fawkner,2,h,15,3060,2,1,1,800,Moreland,Northern Metropolitan,2017,800000
Ferntree Gully,3,h,25,3156,3,1,2,1000,Knox,Eastern Metropolitan,2017,800000
Flemington,2,u,5,3031,2,1,1,0,Moonee Valley,Northern Metropolitan,2017,600000
Footscray,2,u,5,3011,2,1,1,Over 1000,Maribyrnong,Western Metropolitan,2017,400000
Footscray,3,h,5,3011,3,1,3,400,Maribyrnong,Western Metropolitan,2017,1000000
Footscray,4,h,5,3011,4,2,1,200,Maribyrnong,Western Metropolitan,2017,1000000
Footscray,4,h,5,3011,4,1,3,400,Maribyrnong,Western Metropolitan,2017,800000
Forest Hill,3,h,15,3131,3,1,1,400,Whitehorse,Eastern Metropolitan,2017,800000
Forest Hill,3,h,15,3131,3,1,1,600,Whitehorse,Eastern Metropolitan,2017,1000000
Frankston,4,h,40,3199,4,2,2,600,Frankston,South-Eastern Metropolitan,2017,600000
Frankston South,3,h,40,3199,3,1,1,600,Frankston,South-Eastern Metropolitan,2017,600000
Gladstone Park,3,h,15,3043,3,1,1,600,Hume,Western Metropolitan,2017,600000
Gladstone Park,3,h,15,3043,3,1,2,600,Hume,Western Metropolitan,2017,600000
Glen Iris,2,u,5,3146,2,1,1,200,Stonnington,Southern Metropolitan,2017,600000
Glen Iris,2,u,5,3146,2,1,1,Over 1000,Stonnington,Southern Metropolitan,2017,600000
Glen Waverley,2,u,15,3150,2,1,1,400,Monash,Eastern Metropolitan,2017,600000
Glen Waverley,2,u,15,3150,2,1,1,200,Monash,Eastern Metropolitan,2017,800000
Glen Waverley,5,h,15,3150,5,2,3,600,Monash,Eastern Metropolitan,2017,1200000
Glen Waverley,4,u,15,3150,4,2,2,200,Monash,Eastern Metropolitan,2017,1600000
Glen Waverley,3,h,15,3150,3,1,1,800,Monash,Eastern Metropolitan,2017,1800000
Glen Waverley,5,h,15,3150,5,2,2,800,Monash,Eastern Metropolitan,2017,1800000
Glen Waverley,3,u,15,3150,3,2,2,400,Monash,Eastern Metropolitan,2017,1000000
Glenroy,2,u,10,3046,2,1,2,200,Moreland,Northern Metropolitan,2017,400000
Glenroy,3,h,10,3046,3,2,5,600,Moreland,Northern Metropolitan,2017,1000000
Glenroy,2,u,10,3046,2,1,1,200,Moreland,Northern Metropolitan,2017,400000
Greensborough,3,h,15,3088,3,2,2,600,Nillumbik,Northern Metropolitan,2017,800000
Greenvale,3,h,20,3059,3,1,1,400,Hume,Northern Metropolitan,2017,400000
Hadfield,4,h,10,3046,4,1,2,600,Moreland,Northern Metropolitan,2017,800000
Hadfield,3,h,10,3046,3,1,2,400,Moreland,Northern Metropolitan,2017,600000
Hampton,3,h,15,3188,3,2,2,800,Bayside,Southern Metropolitan,2017,2000000
Hampton,3,t,15,3188,3,2,2,200,Bayside,Southern Metropolitan,2017,1400000
Hawthorn,2,u,5,3122,2,1,1,Over 1000,Boroondara,Southern Metropolitan,2017,600000
Hawthorn East,2,u,5,3123,2,1,1,0,Boroondara,Southern Metropolitan,2017,600000
Heathmont,4,h,20,3135,4,2,3,800,Maroondah,Eastern Metropolitan,2017,1200000
Heathmont,3,h,20,3135,3,1,2,600,Maroondah,Eastern Metropolitan,2017,800000
Heidelberg,3,h,10,3084,3,1,3,800,Banyule,Eastern Metropolitan,2017,1600000
Heidelberg West,2,h,10,3081,2,1,4,600,Banyule,Eastern Metropolitan,2017,800000
Heidelberg West,4,h,10,3081,4,2,2,400,Banyule,Eastern Metropolitan,2017,600000
Highett,3,h,15,3190,3,2,2,800,Bayside,Southern Metropolitan,2017,1400000
