Type,Rooms,Bedroom,Bathroom,Car,Landsize,Distance,Postcode,Suburb,CouncilArea,Regionname,Year,Price
h,6,6,2,2,400,15,3152,Wantirna South,Knox,Eastern Metropolitan,2017,Between 800k to 1.2M
h,6,6,2,2,600,15,3130,Blackburn North,Whitehorse,Eastern Metropolitan,2017,Between 800k to 1.2M
h,6,6,3,2,600,15,3131,Forest Hill,Whitehorse,Eastern Metropolitan,2017,Between 800k to 1.2M
h,7,7,3,1,400,5,3055,Brunswick West,Moreland,Northern Metropolitan,2016,Between 800k to 1.2M
h,8,6,4,3,600,15,3107,Templestowe Lower,Manningham,Eastern Metropolitan,2016,Between 800k to 1.2M
h,1,1,1,0,600,10,3042,Niddrie,Moonee Valley,Western Metropolitan,2017,Between 1.2M to 1.6M
h,1,1,1,1,600,10,3105,Bulleen,Manningham,Eastern Metropolitan,2017,Between 1.2M to 1.6M
h,1,1,1,1,600,5,3039,Moonee Ponds,Moonee Valley,Western Metropolitan,2017,Between 1.2M to 1.6M
h,1,1,1,1,800,10,3042,Niddrie,Moonee Valley,Western Metropolitan,2016,Between 1.2M to 1.6M
h,1,2,2,1,200,5,3143,Armadale,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,0,0,0,200,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,1,2,2,200,10,3163,Carnegie,Glen Eira,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,0,0,3065,Fitzroy,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,0,0,3053,Carlton,Melbourne,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3067,Abbotsford,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3206,Albert Park,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3206,Albert Park,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3054,Carlton North,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3054,Carlton North,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3068,Clifton Hill,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3068,Clifton Hill,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3068,Clifton Hill,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3068,Fitzroy North,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3068,Fitzroy North,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3144,Malvern,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3181,Prahran,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,0,3205,South Melbourne,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3181,Windsor,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,10,3123,Hawthorn East,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3206,Albert Park,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3206,Albert Park,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3068,Clifton Hill,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3068,Clifton Hill,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,0,3066,Collingwood,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,0,3065,Fitzroy,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,10,3016,Williamstown,Hobsons Bay,Western Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3181,Windsor,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3068,Fitzroy North,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3141,South Yarra,Stonnington,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,0,3065,Fitzroy,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3206,Middle Park,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,200,0,3121,Richmond,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,400,5,3142,Toorak,Stonnington,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,400,10,3124,Camberwell,Boroondara,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,400,5,3057,Brunswick East,Moreland,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,0,600,10,3040,Essendon,Moonee Valley,Western Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,0,600,10,3079,Ivanhoe,Banyule,Eastern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3067,Abbotsford,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,200,0,3065,Fitzroy,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3144,Malvern,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3070,Northcote,Darebin,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3207,Port Melbourne,Melbourne,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3181,Prahran,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3181,Windsor,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3181,Prahran,Stonnington,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
t,2,2,1,1,200,10,3186,Brighton,Bayside,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3070,Northcote,Darebin,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3181,Prahran,Stonnington,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3206,Middle Park,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3068,Fitzroy North,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3206,Albert Park,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3056,Brunswick,Moreland,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3184,Elwood,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,200,5,3068,Fitzroy North,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,400,10,3126,Canterbury,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,400,5,3101,Kew,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,400,10,3145,Malvern East,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,400,10,3145,Malvern East,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,400,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,400,5,3039,Moonee Ponds,Moonee Valley,Western Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,600,10,3147,Ashburton,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,600,10,3104,Balwyn North,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,600,10,3163,Carnegie,Glen Eira,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,600,10,3162,Caulfield South,Glen Eira,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,600,10,3127,Mont Albert,Whitehorse,Eastern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,600,10,3187,Brighton East,Bayside,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,600,10,3163,Carnegie,Glen Eira,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,600,10,3147,Ashburton,Boroondara,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,600,15,3130,Blackburn,Whitehorse,Eastern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,800,10,3041,Strathmore,Moonee Valley,Western Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,800,10,3040,Essendon West,Moonee Valley,Western Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,1,800,10,3186,Brighton,Bayside,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,1,Over 1000,10,3084,Rosanna,Banyule,Eastern Metropolitan,2017,Between 1.2M to 1.6M
u,2,2,1,2,0,0,3205,South Melbourne,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,2,200,5,3067,Abbotsford,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,2,200,5,3068,Clifton Hill,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,2,200,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,2,200,5,3181,Windsor,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,2,200,5,3181,Prahran,Stonnington,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,2,200,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,2,200,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,2,400,5,3101,Kew,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,2,400,10,3123,Hawthorn East,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,2,400,10,3104,Balwyn North,Boroondara,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,2,400,10,3124,Camberwell,Boroondara,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,2,400,5,3039,Moonee Ponds,Moonee Valley,Western Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,2,400,10,3161,Caulfield North,Glen Eira,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,2,400,5,3143,Armadale,Stonnington,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,2,600,5,3055,Brunswick West,Moreland,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,2,600,10,3125,Burwood,Whitehorse,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,2,600,15,3188,Hampton,Bayside,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,2,600,10,3072,Preston,Darebin,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,2,600,5,3071,Thornbury,Darebin,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,2,800,10,3147,Ashburton,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,2,800,15,3165,Bentleigh East,Glen Eira,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,1,2,800,10,3147,Ashwood,Monash,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,2,800,10,3187,Brighton East,Bayside,Southern Metropolitan,2017,Between 1.2M to 1.6M
t,2,2,1,2,Over 1000,0,3065,Fitzroy,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,3,400,10,3123,Hawthorn East,Boroondara,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,4,600,15,3204,Bentleigh,Glen Eira,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,4,600,15,3193,Beaumaris,Bayside,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,1,4,800,10,3104,Balwyn North,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
t,2,2,2,1,0,0,3051,North Melbourne,Melbourne,Northern Metropolitan,2016,Between 1.2M to 1.6M
u,2,2,2,1,0,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
u,2,2,2,1,0,5,3141,South Yarra,Melbourne,Southern Metropolitan,2016,Between 1.2M to 1.6M
u,2,2,2,1,0,0,3002,East Melbourne,Melbourne,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,2,2,1,0,0,3066,Collingwood,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
t,2,2,2,1,0,0,3002,East Melbourne,Melbourne,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,2,1,0,5,3181,Prahran,Stonnington,Southern Metropolitan,2017,Between 1.2M to 1.6M
u,2,2,2,1,0,5,3141,South Yarra,Melbourne,Southern Metropolitan,2017,Between 1.2M to 1.6M
t,2,2,2,1,200,10,3186,Brighton,Bayside,Southern Metropolitan,2016,Between 1.2M to 1.6M
u,2,2,2,1,200,10,3186,Brighton,Bayside,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,2,2,1,200,0,3121,Richmond,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
u,2,2,2,1,1000,0,3002,East Melbourne,Melbourne,Northern Metropolitan,2017,Between 1.2M to 1.6M
u,2,2,2,2,0,5,3141,South Yarra,Melbourne,Southern Metropolitan,2016,Between 1.2M to 1.6M
u,2,2,2,2,0,5,3142,Toorak,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
u,2,2,2,2,0,10,3186,Brighton,Bayside,Southern Metropolitan,2017,Between 1.2M to 1.6M
u,2,2,2,2,0,5,3144,Malvern,Stonnington,Southern Metropolitan,2017,Between 1.2M to 1.6M
u,2,2,2,2,0,10,3186,Brighton,Bayside,Southern Metropolitan,2017,Between 1.2M to 1.6M
u,2,2,2,2,0,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
u,2,2,2,2,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2017,Between 1.2M to 1.6M
t,2,2,2,2,200,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
u,2,2,2,2,400,10,3186,Brighton,Bayside,Southern Metropolitan,2017,Between 1.2M to 1.6M
u,2,2,2,2,Over 1000,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
u,2,2,2,2,Over 1000,5,3142,Toorak,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
u,2,2,2,3,0,10,3123,Hawthorn East,Boroondara,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,2,3,1,0,0,0,3065,Fitzroy,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,2,3,1,1,200,5,3181,Prahran,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,3,1,1,600,10,3204,Ormond,Glen Eira,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,3,1,5,600,10,3040,Aberfeldie,Moonee Valley,Western Metropolitan,2016,Between 1.2M to 1.6M
t,2,3,2,1,Over 1000,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,2,4,3,2,400,10,3187,Brighton East,Glen Eira,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,0,1,2,800,15,3165,Bentleigh East,Glen Eira,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,1,0,200,0,3051,North Melbourne,Melbourne,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,1,1,200,5,3032,Ascot Vale,Moonee Valley,Western Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,1,1,200,5,3068,Fitzroy North,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,1,1,200,5,3181,Prahran,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,1,1,200,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,1,1,400,10,3124,Camberwell,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,1,1,400,10,3126,Canterbury,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,1,1,400,5,3031,Flemington,Moonee Valley,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,1,1,400,5,3144,Malvern,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,1,1,600,10,3079,Ivanhoe,Banyule,Eastern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,1,2,200,5,3143,Armadale,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,1,2,800,10,3105,Bulleen,Manningham,Eastern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,1,2,800,15,3166,Hughesdale,Monash,Southern Metropolitan,2016,Between 1.2M to 1.6M
u,3,2,2,1,200,10,3186,Brighton,Bayside,Southern Metropolitan,2016,Between 1.2M to 1.6M
t,3,2,2,1,200,5,3141,South Yarra,Melbourne,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,2,1,400,10,3162,Caulfield South,Glen Eira,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,2,1,400,5,3071,Thornbury,Darebin,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,2,2,200,5,3121,Cremorne,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,2,2,2,400,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,0,0,600,5,3078,Alphington,Darebin,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,0,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,0,0,3051,North Melbourne,Melbourne,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3206,Albert Park,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,10,3161,Caulfield North,Glen Eira,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3068,Clifton Hill,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3031,Kensington,Melbourne,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3207,Port Melbourne,Melbourne,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3181,Prahran,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3121,Burnley,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,200,0,3066,Collingwood,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3070,Northcote,Darebin,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3206,Middle Park,Port Phillip,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3070,Northcote,Darebin,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,200,0,3121,Richmond,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3003,West Melbourne,Melbourne,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3068,Clifton Hill,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3067,Abbotsford,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,200,5,3032,Ascot Vale,Moonee Valley,Western Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,400,5,3068,Fitzroy North,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,400,10,3015,Newport,Hobsons Bay,Western Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,400,5,3070,Northcote,Darebin,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,400,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,400,5,3181,Windsor,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,400,5,3016,Williamstown,Hobsons Bay,Western Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,400,5,3185,Elsternwick,Glen Eira,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,400,5,3070,Northcote,Darebin,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,400,5,3181,Windsor,Stonnington,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,0,600,10,3104,Balwyn North,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,600,10,3161,Caulfield North,Glen Eira,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,800,5,3142,Toorak,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,0,800,15,3190,Highett,Bayside,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,1,0,10,3040,Essendon West,Moonee Valley,Western Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,1,200,5,3068,Fitzroy North,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,200,5,3101,Kew,Boroondara,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,200,5,3207,Port Melbourne,Melbourne,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,200,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,200,0,3205,South Melbourne,Port Phillip,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,200,5,3071,Thornbury,Darebin,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,200,5,3142,Toorak,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,200,10,3058,Coburg,Moreland,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,1,200,5,3031,Kensington,Melbourne,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,1,200,5,3057,Brunswick East,Moreland,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,1,200,0,3066,Collingwood,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,1,200,5,3121,Cremorne,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,1,200,5,3121,Richmond,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,1,200,0,3051,North Melbourne,Melbourne,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,1,200,0,3121,Richmond,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,1,200,5,3141,South Yarra,Stonnington,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,1,200,5,3067,Abbotsford,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,1,200,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,1,200,0,3121,Richmond,Yarra,Northern Metropolitan,2017,Between 1.2M to 1.6M
h,3,3,1,1,400,5,3032,Ascot Vale,Moonee Valley,Western Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,400,10,3186,Brighton,Bayside,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,400,10,3187,Brighton East,Bayside,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,400,5,3056,Brunswick,Moreland,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,400,5,3056,Brunswick,Moreland,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,400,5,3054,Carlton North,Yarra,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,400,10,3162,Caulfield South,Glen Eira,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,400,5,3078,Fairfield,Darebin,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,400,10,3081,Heidelberg West,Banyule,Eastern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,400,10,3145,Malvern East,Stonnington,Southern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,400,5,3070,Northcote,Darebin,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,400,5,3070,Northcote,Darebin,Northern Metropolitan,2016,Between 1.2M to 1.6M
h,3,3,1,1,400,5,3070,Northcote,Darebin,Northern Metropolitan,2016,Between 1.2M to 1.6M
